Restaurant_Name,Date,Daily_Revenue,Daily_Inventory_Cost,Daily_Labor_Cost,Profit
Gourmet Haven,2024-01-18,7246.24,0.0,174.42,7071.82
Gourmet Haven,2024-01-19,7057.96,0.0,281.8,6776.16
Gourmet Haven,2024-01-20,7406.05,0.0,245.27999999999997,7160.77
Gourmet Haven,2024-01-21,7059.45,1018.9599999999999,181.2,5859.29
Gourmet Haven,2024-01-22,7149.68,0.0,152.36,6997.320000000001
Gourmet Haven,2024-01-23,7436.8,0.0,117.28,7319.52
Gourmet Haven,2024-01-24,7380.79,0.0,278.02,7102.77
Gourmet Haven,2024-01-25,7919.01,0.0,149.18,7769.83
Gourmet Haven,2024-01-26,7481.39,0.0,236.8,7244.59
Gourmet Haven,2024-01-27,7957.33,0.0,201.72,7755.61
Gourmet Haven,2024-01-28,6725.46,630.11,231.51999999999998,5863.83
Gourmet Haven,2024-01-29,7325.57,0.0,124.32,7201.25
Gourmet Haven,2024-01-30,7276.62,0.0,211.44,7065.18
Gourmet Haven,2024-01-31,7534.03,0.0,279.86,7254.17
Gourmet Haven,2024-02-01,7448.96,0.0,176.39999999999998,7272.56
Gourmet Haven,2024-02-02,7792.04,0.0,177.6,7614.44
Gourmet Haven,2024-02-03,7129.95,0.0,171.76,6958.19
Gourmet Haven,2024-02-04,7278.98,479.36,257.21999999999997,6542.4
Gourmet Haven,2024-02-05,7357.66,0.0,198.06,7159.599999999999
Gourmet Haven,2024-02-06,6594.49,0.0,122.0,6472.49
Gourmet Haven,2024-02-07,7486.47,0.0,145.56,7340.91
Gourmet Haven,2024-02-08,6547.55,0.0,199.99999999999997,6347.55
Gourmet Haven,2024-02-09,7379.97,0.0,145.85999999999999,7234.110000000001
Gourmet Haven,2024-02-10,7684.48,0.0,148.54,7535.94
Gourmet Haven,2024-02-11,7631.75,446.40000000000003,204.76,6980.59
Gourmet Haven,2024-02-12,7075.14,0.0,179.94,6895.200000000001
Gourmet Haven,2024-02-13,7898.5599999999995,0.0,203.88,7694.679999999999
Gourmet Haven,2024-02-14,6835.53,0.0,153.86,6681.67
Gourmet Haven,2024-02-15,6582.16,0.0,244.0,6338.16
Gourmet Haven,2024-02-16,6848.94,0.0,154.70000000000002,6694.24
Gourmet Haven,2024-02-17,7703.8,0.0,151.84,7551.96
Gourmet Haven,2024-02-18,7763.11,1144.52,239.16,6379.429999999999
Gourmet Haven,2024-02-19,7401.1,0.0,147.54,7253.56
Gourmet Haven,2024-02-20,7103.8,0.0,245.46,6858.34
Gourmet Haven,2024-02-21,7046.93,0.0,267.02,6779.91
Gourmet Haven,2024-02-22,6941.36,0.0,175.24,6766.12
Gourmet Haven,2024-02-23,7381.77,0.0,183.06,7198.71
Gourmet Haven,2024-02-24,7097.51,0.0,208.56,6888.95
Gourmet Haven,2024-02-25,7579.67,802.5799999999999,258.47999999999996,6518.610000000001
Gourmet Haven,2024-02-26,8244.39,0.0,234.27999999999997,8010.11
Gourmet Haven,2024-02-27,7806.27,0.0,277.28,7528.990000000001
Gourmet Haven,2024-02-28,7268.16,0.0,179.24,7088.92
Gourmet Haven,2024-02-29,7036.85,0.0,179.0,6857.85
Gourmet Haven,2024-03-01,7164.74,0.0,217.01999999999998,6947.719999999999
Gourmet Haven,2024-03-02,7424.07,0.0,245.5,7178.57
Gourmet Haven,2024-03-03,7418.06,508.62,267.78,6641.660000000001
Gourmet Haven,2024-03-04,7211.67,0.0,145.2,7066.47
Gourmet Haven,2024-03-05,8212.42,0.0,185.88,8026.54
Gourmet Haven,2024-03-06,7103.04,0.0,168.48,6934.56
Gourmet Haven,2024-03-07,7584.85,0.0,122.96000000000001,7461.89
Gourmet Haven,2024-03-08,7489.54,0.0,213.89999999999998,7275.64
Gourmet Haven,2024-03-09,7591.86,0.0,153.44,7438.42
Gourmet Haven,2024-03-10,6990.84,820.94,270.68,5899.22
Gourmet Haven,2024-03-11,7466.6,0.0,202.32,7264.280000000001
Gourmet Haven,2024-03-12,7200.55,0.0,272.78000000000003,6927.77
Gourmet Haven,2024-03-13,7920.93,0.0,234.83999999999997,7686.09
Gourmet Haven,2024-03-14,7602.66,0.0,249.76,7352.9
Gourmet Haven,2024-03-15,7554.21,0.0,210.4,7343.81
Gourmet Haven,2024-03-16,7619.4,0.0,276.36,7343.04
Gourmet Haven,2024-03-17,8013.69,1003.5799999999999,177.96,6832.15
Gourmet Haven,2024-03-18,7901.3,0.0,197.55999999999997,7703.74
Gourmet Haven,2024-03-19,7206.96,0.0,123.47999999999999,7083.4800000000005
Gourmet Haven,2024-03-20,7693.95,0.0,279.18,7414.7699999999995
Gourmet Haven,2024-03-21,7300.59,0.0,234.56,7066.03
Gourmet Haven,2024-03-22,7064.64,0.0,207.82,6856.820000000001
Gourmet Haven,2024-03-23,7542.11,0.0,201.82,7340.29
Gourmet Haven,2024-03-24,7573.2,408.86,244.32,6920.0199999999995
Gourmet Haven,2024-03-25,7775.97,0.0,155.7,7620.27
Gourmet Haven,2024-03-26,6854.46,0.0,201.72,6652.74
Gourmet Haven,2024-03-27,7353.9,0.0,276.48,7077.42
Gourmet Haven,2024-03-28,7481.2,0.0,176.35999999999999,7304.84
Gourmet Haven,2024-03-29,7479.9,0.0,216.22,7263.679999999999
Gourmet Haven,2024-03-30,7517.0,0.0,147.62,7369.38
Gourmet Haven,2024-03-31,7436.68,1415.3200000000002,123.76,5897.6
Gourmet Haven,2024-04-01,7120.38,0.0,214.28,6906.1
Gourmet Haven,2024-04-02,6714.82,0.0,156.1,6558.719999999999
Gourmet Haven,2024-04-03,7234.45,0.0,150.48,7083.97
Gourmet Haven,2024-04-04,7623.52,0.0,210.88,7412.64
Gourmet Haven,2024-04-05,7415.84,0.0,152.66,7263.18
Gourmet Haven,2024-04-06,7309.89,0.0,171.35999999999999,7138.530000000001
Gourmet Haven,2024-04-07,7640.97,908.77,205.76,6526.4400000000005
Gourmet Haven,2024-04-08,7794.38,0.0,239.18,7555.2
Gourmet Haven,2024-04-09,7093.64,0.0,244.16,6849.4800000000005
Gourmet Haven,2024-04-10,7182.22,0.0,260.64,6921.58
Gourmet Haven,2024-04-11,7326.83,0.0,122.03999999999999,7204.79
Gourmet Haven,2024-04-12,7353.72,0.0,274.94,7078.780000000001
Gourmet Haven,2024-04-13,7587.61,0.0,154.02,7433.589999999999
Gourmet Haven,2024-04-14,7446.2,709.2,278.86,6458.139999999999
Gourmet Haven,2024-04-15,7649.79,0.0,178.24,7471.55
Gourmet Haven,2024-04-16,6916.44,0.0,277.18,6639.259999999999
Gourmet Haven,2024-04-17,6849.83,0.0,144.92000000000002,6704.91
Gourmet Haven,2024-04-18,7509.08,0.0,204.93999999999997,7304.14
Gourmet Haven,2024-04-19,7305.7,0.0,181.64,7124.0599999999995
Gourmet Haven,2024-04-20,8508.05,0.0,234.64,8273.41
Gourmet Haven,2024-04-21,7529.86,417.0,174.35999999999999,6938.5
Gourmet Haven,2024-04-22,7059.88,0.0,241.85999999999999,6818.02
Gourmet Haven,2024-04-23,7301.24,0.0,269.5,7031.74
Gourmet Haven,2024-04-24,7339.42,0.0,177.3,7162.12
Gourmet Haven,2024-04-25,7624.3,0.0,150.01999999999998,7474.280000000001
Gourmet Haven,2024-04-26,7876.56,0.0,146.42,7730.14
Gourmet Haven,2024-04-27,7524.54,0.0,152.6,7371.94
Gourmet Haven,2024-04-28,7074.2,990.8699999999999,181.24,5902.09
Gourmet Haven,2024-04-29,7487.68,0.0,179.0,7308.68
Gourmet Haven,2024-04-30,6764.24,0.0,173.28,6590.96
Gourmet Haven,2024-05-01,6550.72,0.0,259.91999999999996,6290.8
Gourmet Haven,2024-05-02,7380.1,0.0,149.78,7230.320000000001
Gourmet Haven,2024-05-03,7169.35,0.0,269.68,6899.67
Gourmet Haven,2024-05-04,7309.57,0.0,210.88,7098.69
Gourmet Haven,2024-05-05,7857.79,1375.3600000000001,276.62,6205.8099999999995
Gourmet Haven,2024-05-06,7487.88,0.0,145.28,7342.6
Gourmet Haven,2024-05-07,7335.42,0.0,234.83999999999997,7100.58
Gourmet Haven,2024-05-08,7683.45,0.0,184.2,7499.25
Gourmet Haven,2024-05-09,7318.36,0.0,242.0,7076.36
Gourmet Haven,2024-05-10,7300.86,0.0,168.48,7132.38
Gourmet Haven,2024-05-11,7306.81,0.0,205.14,7101.67
Gourmet Haven,2024-05-12,7099.92,844.75,246.66,6008.51
Gourmet Haven,2024-05-13,8140.0,0.0,150.44,7989.56
Gourmet Haven,2024-05-14,7368.91,0.0,202.78,7166.13
Gourmet Haven,2024-05-15,8240.3,0.0,254.71999999999997,7985.579999999999
Gourmet Haven,2024-05-16,7865.25,0.0,151.86,7713.39
Gourmet Haven,2024-05-17,7538.57,0.0,212.52,7326.049999999999
Gourmet Haven,2024-05-18,7601.43,0.0,174.24,7427.1900000000005
Gourmet Haven,2024-05-19,7434.75,985.24,209.64,6239.87
Gourmet Haven,2024-05-20,7254.36,0.0,146.54,7107.82
Gourmet Haven,2024-05-21,6963.36,0.0,247.84,6715.5199999999995
Gourmet Haven,2024-05-22,7671.2,0.0,215.32,7455.88
Gourmet Haven,2024-05-23,7339.16,0.0,201.93999999999997,7137.22
Gourmet Haven,2024-05-24,7754.23,0.0,200.51999999999998,7553.709999999999
Gourmet Haven,2024-05-25,7960.84,0.0,305.4,7655.4400000000005
Gourmet Haven,2024-05-26,7025.48,1072.81,180.51999999999998,5772.15
Gourmet Haven,2024-05-27,7230.05,0.0,208.32,7021.7300000000005
Gourmet Haven,2024-05-28,7335.6,0.0,213.26000000000002,7122.34
Gourmet Haven,2024-05-29,7425.5,0.0,266.91999999999996,7158.58
Gourmet Haven,2024-05-30,7584.22,0.0,291.9,7292.320000000001
Gourmet Haven,2024-05-31,7194.19,0.0,281.29999999999995,6912.889999999999
Gourmet Haven,2024-06-01,7728.78,0.0,178.0,7550.78
Gourmet Haven,2024-06-02,7873.09,492.78,243.78,7136.530000000001
Gourmet Haven,2024-06-03,7562.9800000000005,0.0,211.44,7351.540000000001
Gourmet Haven,2024-06-04,7408.78,0.0,247.52,7161.259999999999
Gourmet Haven,2024-06-05,7532.15,0.0,305.0,7227.15
Gourmet Haven,2024-06-06,7492.35,0.0,246.26000000000002,7246.09
Gourmet Haven,2024-06-07,8361.18,0.0,202.83999999999997,8158.34
Gourmet Haven,2024-06-08,7535.3099999999995,0.0,297.9,7237.41
Gourmet Haven,2024-06-09,6873.87,553.89,142.89999999999998,6177.08
Gourmet Haven,2024-06-10,7348.67,0.0,215.06,7133.61
Gourmet Haven,2024-06-11,7313.46,0.0,119.16,7194.3
Gourmet Haven,2024-06-12,7004.65,0.0,123.92,6880.73
Gourmet Haven,2024-06-13,7228.38,0.0,237.14,6991.24
Gourmet Haven,2024-06-14,8356.97,0.0,123.0,8233.97
Gourmet Haven,2024-06-15,7209.18,0.0,114.32,7094.860000000001
Gourmet Haven,2024-06-16,7361.43,641.36,185.92,6534.150000000001
Gourmet Haven,2024-06-17,7540.74,0.0,263.14,7277.599999999999
Gourmet Haven,2024-06-18,7099.25,0.0,236.16,6863.09
Gourmet Haven,2024-06-19,8436.62,0.0,209.82,8226.800000000001
Gourmet Haven,2024-06-20,7124.62,0.0,234.83999999999997,6889.78
Gourmet Haven,2024-06-21,7133.91,0.0,230.39999999999998,6903.51
Gourmet Haven,2024-06-22,7055.94,0.0,202.62,6853.32
Gourmet Haven,2024-06-23,7567.2,1156.52,274.44,6136.24
Gourmet Haven,2024-06-24,7309.41,0.0,203.72,7105.69
Gourmet Haven,2024-06-25,7604.13,0.0,262.98,7341.15
Gourmet Haven,2024-06-26,8216.15,0.0,204.77999999999997,8011.37
Gourmet Haven,2024-06-27,7383.47,0.0,175.98,7207.490000000001
Gourmet Haven,2024-06-28,7750.12,0.0,154.02,7596.099999999999
Gourmet Haven,2024-06-29,7414.34,0.0,169.88,7244.46
Gourmet Haven,2024-06-30,6745.9,660.4399999999999,151.14,5934.32
Gourmet Haven,2024-07-01,7473.4,0.0,116.28,7357.12
Gourmet Haven,2024-07-02,7872.41,0.0,214.74,7657.67
Gourmet Haven,2024-07-03,7570.66,0.0,258.47999999999996,7312.18
Gourmet Haven,2024-07-04,7372.69,0.0,209.82,7162.87
Gourmet Haven,2024-07-05,7936.03,0.0,271.8,7664.23
Gourmet Haven,2024-07-06,7273.99,0.0,147.62,7126.37
Gourmet Haven,2024-07-07,7406.78,909.29,182.46,6315.03
Gourmet Haven,2024-07-08,7987.01,0.0,174.44,7812.570000000001
Gourmet Haven,2024-07-09,7405.31,0.0,146.28,7259.030000000001
Gourmet Haven,2024-07-10,7379.9,0.0,120.64,7259.259999999999
Gourmet Haven,2024-07-11,7499.4800000000005,0.0,198.45999999999998,7301.02
Gourmet Haven,2024-07-12,7490.06,0.0,200.51999999999998,7289.540000000001
Gourmet Haven,2024-07-13,7556.73,0.0,118.08,7438.65
Gourmet Haven,2024-07-14,7334.25,1146.92,232.39999999999998,5954.93
Gourmet Haven,2024-07-15,7267.67,0.0,293.3,6974.37
Gourmet Haven,2024-07-16,7326.63,0.0,177.12,7149.51
Gourmet Haven,2024-07-17,7109.78,0.0,120.08,6989.7
Gourmet Haven,2024-07-18,7539.61,0.0,270.84000000000003,7268.7699999999995
Gourmet Haven,2024-07-19,7275.58,0.0,262.09999999999997,7013.48
Gourmet Haven,2024-07-20,8007.71,0.0,154.0,7853.71
Gourmet Haven,2024-07-21,8034.33,891.5,290.5,6852.33
Gourmet Haven,2024-07-22,7228.29,0.0,145.5,7082.79
Gourmet Haven,2024-07-23,7781.35,0.0,274.44,7506.910000000001
Gourmet Haven,2024-07-24,7617.06,0.0,197.55999999999997,7419.5
Gourmet Haven,2024-07-25,7199.49,0.0,289.4,6910.09
Gourmet Haven,2024-07-26,7401.21,0.0,180.12,7221.09
Gourmet Haven,2024-07-27,7321.53,0.0,236.39999999999998,7085.13
Gourmet Haven,2024-07-28,7186.73,631.3000000000001,213.22,6342.209999999999
Gourmet Haven,2024-07-29,7346.03,0.0,123.0,7223.03
Gourmet Haven,2024-07-30,6981.16,0.0,265.32,6715.84
Gourmet Haven,2024-07-31,7446.22,0.0,268.38,7177.84
Gourmet Haven,2024-08-01,7788.58,0.0,183.0,7605.58
Gourmet Haven,2024-08-02,7071.81,0.0,279.18,6792.63
Gourmet Haven,2024-08-03,7156.83,0.0,236.16,6920.67
Gourmet Haven,2024-08-04,7135.54,841.9200000000001,208.95999999999998,6084.66
Gourmet Haven,2024-08-05,7054.03,0.0,215.22,6838.8099999999995
Gourmet Haven,2024-08-06,7297.0,0.0,152.36,7144.64
Gourmet Haven,2024-08-07,7935.82,0.0,215.14,7720.679999999999
Gourmet Haven,2024-08-08,7409.66,0.0,183.12,7226.54
Gourmet Haven,2024-08-09,7116.2300000000005,0.0,204.94,6911.290000000001
Gourmet Haven,2024-08-10,7797.47,0.0,117.28,7680.1900000000005
Gourmet Haven,2024-08-11,7053.01,747.45,211.62,6093.9400000000005
Gourmet Haven,2024-08-12,7280.21,0.0,181.64,7098.57
Gourmet Haven,2024-08-13,7359.19,0.0,262.98,7096.209999999999
Gourmet Haven,2024-08-14,7930.92,0.0,212.42000000000002,7718.5
Gourmet Haven,2024-08-15,8363.04,0.0,216.22,8146.820000000001
Gourmet Haven,2024-08-16,7090.7699999999995,0.0,181.28,6909.49
Gourmet Haven,2024-08-17,7171.85,0.0,217.54,6954.31
Gourmet Haven,2024-08-18,7099.52,613.12,180.92000000000002,6305.4800000000005
Gourmet Haven,2024-08-19,7507.11,0.0,196.56,7310.549999999999
Gourmet Haven,2024-08-20,7841.73,0.0,173.35999999999999,7668.37
Gourmet Haven,2024-08-21,7844.16,0.0,214.64,7629.5199999999995
Gourmet Haven,2024-08-22,7217.31,0.0,241.04000000000002,6976.27
Gourmet Haven,2024-08-23,8043.24,0.0,208.3,7834.94
Gourmet Haven,2024-08-24,7686.03,0.0,301.3,7384.73
Gourmet Haven,2024-08-25,7193.04,777.22,117.28,6298.54
Gourmet Haven,2024-08-26,7838.76,0.0,310.8,7527.96
Gourmet Haven,2024-08-27,7184.12,0.0,118.19999999999999,7065.92
Gourmet Haven,2024-08-28,7180.99,0.0,249.76,6931.23
Gourmet Haven,2024-08-29,6754.78,0.0,173.35999999999999,6581.42
Gourmet Haven,2024-08-30,7773.34,0.0,114.32,7659.02
Gourmet Haven,2024-08-31,7475.32,0.0,146.28,7329.04
Gourmet Haven,2024-09-01,7471.43,1424.78,305.2,5741.450000000001
Gourmet Haven,2024-09-02,7185.69,0.0,209.56,6976.129999999999
Gourmet Haven,2024-09-03,7643.75,0.0,213.44,7430.31
Gourmet Haven,2024-09-04,7888.09,0.0,212.64,7675.45
Gourmet Haven,2024-09-05,7640.65,0.0,253.62,7387.03
Gourmet Haven,2024-09-06,7460.41,0.0,201.86,7258.55
Gourmet Haven,2024-09-07,7405.8,0.0,149.82,7255.9800000000005
Gourmet Haven,2024-09-08,7256.18,777.8899999999999,151.68,6326.610000000001
Gourmet Haven,2024-09-09,6812.68,0.0,147.54,6665.14
Gourmet Haven,2024-09-10,7218.75,0.0,185.8,7032.95
Gourmet Haven,2024-09-11,7846.89,0.0,239.24,7607.650000000001
Gourmet Haven,2024-09-12,7170.86,0.0,200.5,6970.36
Gourmet Haven,2024-09-13,7099.67,0.0,241.12,6858.55
Gourmet Haven,2024-09-14,8142.34,0.0,227.14,7915.2
Gourmet Haven,2024-09-15,7111.52,789.8900000000001,145.57999999999998,6176.05
Gourmet Haven,2024-09-16,6675.4800000000005,0.0,242.48000000000002,6433.0
Gourmet Haven,2024-09-17,7592.58,0.0,112.72,7479.86
Gourmet Haven,2024-09-18,8013.4,0.0,280.18,7733.219999999999
Gourmet Haven,2024-09-19,7496.12,0.0,146.78,7349.34
Gourmet Haven,2024-09-20,7376.37,0.0,201.93999999999997,7174.43
Gourmet Haven,2024-09-21,7535.52,0.0,253.22,7282.3
Gourmet Haven,2024-09-22,7214.58,429.79999999999995,178.2,6606.58
Gourmet Haven,2024-09-23,7604.18,0.0,183.24,7420.9400000000005
Gourmet Haven,2024-09-24,6879.54,0.0,215.51999999999998,6664.02
Gourmet Haven,2024-09-25,7587.81,0.0,180.51999999999998,7407.290000000001
Gourmet Haven,2024-09-26,7882.64,0.0,152.94,7729.700000000001
Gourmet Haven,2024-09-27,7579.84,0.0,179.24,7400.6
Gourmet Haven,2024-09-28,7524.71,0.0,152.7,7372.01
Gourmet Haven,2024-09-29,7703.07,1046.6100000000001,145.72,6510.74
Gourmet Haven,2024-09-30,7456.79,0.0,208.8,7247.99
Gourmet Haven,2024-10-01,7021.43,0.0,305.0,6716.43
Gourmet Haven,2024-10-02,7022.34,0.0,310.8,6711.54
Gourmet Haven,2024-10-03,7896.86,0.0,213.3,7683.5599999999995
Gourmet Haven,2024-10-04,8085.4,0.0,184.2,7901.2
Gourmet Haven,2024-10-05,6834.76,0.0,246.95999999999998,6587.8
Gourmet Haven,2024-10-06,7577.77,943.72,202.89999999999998,6431.150000000001
Gourmet Haven,2024-10-07,7795.71,0.0,241.85999999999999,7553.85
Gourmet Haven,2024-10-08,7160.47,0.0,243.84,6916.63
Gourmet Haven,2024-10-09,7444.83,0.0,154.86,7289.97
Gourmet Haven,2024-10-10,7249.89,0.0,121.03999999999999,7128.85
Gourmet Haven,2024-10-11,7800.74,0.0,266.97999999999996,7533.76
Gourmet Haven,2024-10-12,7446.37,0.0,244.16,7202.21
Gourmet Haven,2024-10-13,6733.35,1080.71,205.14,5447.5
Gourmet Haven,2024-10-14,7481.46,0.0,238.32,7243.14
Gourmet Haven,2024-10-15,7188.47,0.0,232.95999999999998,6955.51
Gourmet Haven,2024-10-16,7293.97,0.0,147.6,7146.37
Gourmet Haven,2024-10-17,6839.83,0.0,172.8,6667.03
Gourmet Haven,2024-10-18,7019.66,0.0,231.83999999999997,6787.82
Gourmet Haven,2024-10-19,7809.4,0.0,293.0,7516.4
Gourmet Haven,2024-10-20,7163.3,658.7,152.36,6352.24
Gourmet Haven,2024-10-21,7494.36,0.0,274.38,7219.98
Gourmet Haven,2024-10-22,7100.63,0.0,173.64,6926.99
Gourmet Haven,2024-10-23,7588.3,0.0,118.19999999999999,7470.1
Gourmet Haven,2024-10-24,7521.41,0.0,151.86,7369.55
Gourmet Haven,2024-10-25,7282.91,0.0,200.05999999999997,7082.849999999999
Gourmet Haven,2024-10-26,6856.31,0.0,246.95999999999998,6609.35
Gourmet Haven,2024-10-27,7878.89,1129.31,260.1,6489.4800000000005
Gourmet Haven,2024-10-28,7539.51,0.0,236.64,7302.87
Gourmet Haven,2024-10-29,7401.99,0.0,232.28,7169.71
Gourmet Haven,2024-10-30,7947.38,0.0,182.04,7765.34
Gourmet Haven,2024-10-31,7611.31,0.0,300.0,7311.31
Gourmet Haven,2024-11-01,8389.19,0.0,116.75999999999999,8272.43
Gourmet Haven,2024-11-02,7132.15,0.0,242.77999999999997,6889.37
Gourmet Haven,2024-11-03,7832.67,896.86,149.18,6786.63
Gourmet Haven,2024-11-04,7131.1,0.0,177.89999999999998,6953.200000000001
Gourmet Haven,2024-11-05,7395.07,0.0,216.58,7178.49
Gourmet Haven,2024-11-06,7809.19,0.0,183.96,7625.23
Gourmet Haven,2024-11-07,7389.08,0.0,179.04,7210.04
Gourmet Haven,2024-11-08,7601.08,0.0,208.76,7392.32
Gourmet Haven,2024-11-09,6164.82,0.0,181.74,5983.08
Gourmet Haven,2024-11-10,7098.92,1309.06,150.98,5638.88
Gourmet Haven,2024-11-11,6739.54,0.0,208.66000000000003,6530.88
Gourmet Haven,2024-11-12,7553.39,0.0,307.0,7246.39
Gourmet Haven,2024-11-13,6194.73,0.0,174.76,6019.969999999999
Gourmet Haven,2024-11-14,7334.04,0.0,292.7,7041.34
Gourmet Haven,2024-11-15,7587.05,0.0,211.14,7375.91
Gourmet Haven,2024-11-16,7272.7699999999995,0.0,210.04,7062.73
Gourmet Haven,2024-11-17,7684.26,905.13,153.42,6625.71
Gourmet Haven,2024-11-18,7743.83,0.0,149.42000000000002,7594.41
Gourmet Haven,2024-11-19,6718.18,0.0,122.80000000000001,6595.38
Gourmet Haven,2024-11-20,6679.4,0.0,151.14,6528.259999999999
Gourmet Haven,2024-11-21,8169.75,0.0,202.49999999999997,7967.25
Gourmet Haven,2024-11-22,7837.65,0.0,200.51999999999998,7637.129999999999
Gourmet Haven,2024-11-23,7819.25,0.0,292.7,7526.55
Gourmet Haven,2024-11-24,7891.44,1082.0,198.06,6611.379999999999
Gourmet Haven,2024-11-25,7795.78,0.0,205.16,7590.62
Gourmet Haven,2024-11-26,7483.7699999999995,0.0,307.1,7176.669999999999
Gourmet Haven,2024-11-27,7970.35,0.0,202.62,7767.7300000000005
Gourmet Haven,2024-11-28,7220.9,0.0,274.18,6946.719999999999
Gourmet Haven,2024-11-29,7136.7300000000005,0.0,186.12,6950.610000000001
Gourmet Haven,2024-11-30,7233.2,0.0,272.14,6961.0599999999995
Gourmet Haven,2024-12-01,7424.21,705.12,204.94,6514.15
Gourmet Haven,2024-12-02,6768.29,0.0,303.7,6464.59
Gourmet Haven,2024-12-03,7210.55,0.0,213.64,6996.91
Gourmet Haven,2024-12-04,7466.83,0.0,240.47999999999996,7226.35
Gourmet Haven,2024-12-05,8080.65,0.0,147.74,7932.91
Gourmet Haven,2024-12-06,7291.47,0.0,247.54,7043.93
Gourmet Haven,2024-12-07,7415.17,0.0,243.84,7171.33
Gourmet Haven,2024-12-08,7874.28,1059.54,277.02,6537.719999999999
Gourmet Haven,2024-12-09,7457.49,0.0,234.56,7222.929999999999
Gourmet Haven,2024-12-10,6784.42,0.0,173.92,6610.5
Gourmet Haven,2024-12-11,7351.95,0.0,152.06,7199.889999999999
Gourmet Haven,2024-12-12,7758.07,0.0,274.14,7483.929999999999
Gourmet Haven,2024-12-13,8215.42,0.0,208.26,8007.16
Gourmet Haven,2024-12-14,7568.09,0.0,182.2,7385.89
Gourmet Haven,2024-12-15,7941.13,1178.0500000000002,209.5,6553.58
Gourmet Haven,2024-12-16,7402.54,0.0,174.71999999999997,7227.82
Gourmet Haven,2024-12-17,8316.74,0.0,175.28,8141.46
Gourmet Haven,2024-12-18,7422.92,0.0,116.28,7306.64
Gourmet Haven,2024-12-19,7520.22,0.0,118.4,7401.820000000001
Gourmet Haven,2024-12-20,7304.32,0.0,119.16,7185.16
Gourmet Haven,2024-12-21,7722.27,0.0,151.56,7570.71
Gourmet Haven,2024-12-22,7272.2,1040.85,241.84,5989.51
Gourmet Haven,2024-12-23,7623.04,0.0,280.18,7342.86
Gourmet Haven,2024-12-24,7850.55,0.0,249.76,7600.79
Gourmet Haven,2024-12-25,7460.43,0.0,236.8,7223.63
Gourmet Haven,2024-12-26,7208.66,0.0,181.96,7026.7
Gourmet Haven,2024-12-27,8098.74,0.0,149.18,7949.5599999999995
Gourmet Haven,2024-12-28,7437.03,0.0,272.48,7164.549999999999
Gourmet Haven,2024-12-29,7577.64,1557.37,173.94,5846.33
Gourmet Haven,2024-12-30,7876.19,0.0,115.19999999999999,7760.99
Gourmet Haven,2024-12-31,7315.7,0.0,202.62,7113.08
Savory Bites,2023-01-01,6993.42,939.71,152.76,5900.95
Savory Bites,2023-01-02,7350.05,0.0,153.64,7196.41
Savory Bites,2023-01-03,7598.47,0.0,125.66,7472.81
Savory Bites,2023-01-04,7133.11,0.0,235.9,6897.21
Savory Bites,2023-01-05,7343.63,0.0,234.64,7108.99
Savory Bites,2023-01-06,7089.65,0.0,238.10000000000002,6851.549999999999
Savory Bites,2023-01-07,7884.84,0.0,149.0,7735.84
Savory Bites,2023-01-08,6804.67,894.75,180.14,5729.780000000001
Savory Bites,2023-01-09,7848.87,0.0,210.72,7638.15
Savory Bites,2023-01-10,7641.01,0.0,187.38,7453.63
Savory Bites,2023-01-11,7838.13,0.0,160.44,7677.6900000000005
Savory Bites,2023-01-12,8012.33,0.0,172.06,7840.2699999999995
Savory Bites,2023-01-13,7656.98,0.0,212.48000000000002,7444.5
Savory Bites,2023-01-14,7627.48,0.0,151.88,7475.599999999999
Savory Bites,2023-01-15,7077.54,906.72,125.38,6045.4400000000005
Savory Bites,2023-01-16,7759.91,0.0,147.64,7612.2699999999995
Savory Bites,2023-01-17,7873.83,0.0,172.22,7701.61
Savory Bites,2023-01-18,7446.43,0.0,231.98,7214.450000000001
Savory Bites,2023-01-19,7180.75,0.0,206.4,6974.35
Savory Bites,2023-01-20,7305.16,0.0,216.0,7089.16
Savory Bites,2023-01-21,7453.84,0.0,103.96000000000001,7349.88
Savory Bites,2023-01-22,7763.7300000000005,352.49,202.72,7208.52
Savory Bites,2023-01-23,7307.84,0.0,125.5,7182.34
Savory Bites,2023-01-24,7384.54,0.0,123.02000000000001,7261.5199999999995
Savory Bites,2023-01-25,7866.4,0.0,205.56,7660.839999999999
Savory Bites,2023-01-26,8243.26,0.0,246.8,7996.46
Savory Bites,2023-01-27,7157.44,0.0,197.28,6960.16
Savory Bites,2023-01-28,7203.48,0.0,162.3,7041.179999999999
Savory Bites,2023-01-29,7368.11,1112.44,187.16,6068.509999999999
Savory Bites,2023-01-30,7522.7,0.0,127.22,7395.48
Savory Bites,2023-01-31,6771.71,0.0,212.5,6559.21
Savory Bites,2023-02-01,7248.3,0.0,206.44,7041.860000000001
Savory Bites,2023-02-02,7196.89,0.0,208.89999999999998,6987.990000000001
Savory Bites,2023-02-03,8146.26,0.0,175.82,7970.4400000000005
Savory Bites,2023-02-04,7406.92,0.0,211.76,7195.16
Savory Bites,2023-02-05,7365.2,604.46,177.22,6583.5199999999995
Savory Bites,2023-02-06,7355.87,0.0,233.82,7122.05
Savory Bites,2023-02-07,7190.29,0.0,132.46,7057.83
Savory Bites,2023-02-08,7434.4,0.0,179.82,7254.58
